INCOME,INCOME_TYPE,User,EDUCATION_TYPE
315000,Commercial associate,5089624,Higher education
315000,Commercial associate,5089623,Higher education
315000,Commercial associate,5089622,Higher education
247500,Working,5089621,Higher education
247500,Working,5089620,Higher education
247500,Working,5089619,Higher education
247500,Working,5089618,Higher education
247500,Working,5089617,Higher education
247500,Working,5089616,Higher education
247500,Working,5089611,Higher education
247500,Working,5089609,Higher education
112500,Commercial associate,5089607,Secondary / secondary special
112500,Commercial associate,5089606,Secondary / secondary special
112500,Commercial associate,5089605,Secondary / secondary special
112500,Working,5089603,Secondary / secondary special
112500,Working,5089602,Secondary / secondary special
112500,Working,5089601,Secondary / secondary special
112500,Working,5089598,Secondary / secondary special
112500,Working,5089597,Secondary / secondary special
315000,Commercial associate,5089596,Secondary / secondary special
315000,Commercial associate,5089595,Secondary / secondary special
315000,Commercial associate,5089594,Secondary / secondary special
315000,Commercial associate,5089592,Secondary / secondary special
157500,Working,5089591,Secondary / secondary special
157500,Working,5089590,Secondary / secondary special
157500,Working,5089589,Secondary / secondary special
90000,Working,5089586,Secondary / secondary special
90000,Working,5089585,Secondary / secondary special
112500,State servant,5089581,Secondary / secondary special
112500,State servant,5089580,Secondary / secondary special
112500,State servant,5089579,Secondary / secondary special
112500,State servant,5089578,Secondary / secondary special
202500,Commercial associate,5089577,Higher education
202500,Commercial associate,5089576,Higher education
202500,Commercial associate,5089575,Higher education
202500,Commercial associate,5089574,Higher education
202500,Commercial associate,5089573,Higher education
202500,Commercial associate,5089572,Higher education
202500,Commercial associate,5089570,Higher education
202500,Commercial associate,5089569,Higher education
202500,Commercial associate,5089567,Higher education
202500,Commercial associate,5089566,Higher education
202500,Commercial associate,5089565,Higher education
202500,Commercial associate,5089564,Higher education
157500,Working,5089563,Incomplete higher
157500,Working,5089562,Incomplete higher
157500,Working,5089561,Incomplete higher
157500,Working,5089560,Incomplete higher
157500,Working,5089558,Incomplete higher
157500,Working,5089557,Incomplete higher
157500,Working,5089556,Incomplete higher
157500,Working,5089555,Incomplete higher
135000,Working,5089554,Higher education
135000,Working,5089552,Higher education
135000,Working,5089550,Higher education
135000,Working,5089549,Higher education
135000,Working,5089548,Higher education
135000,Working,5089547,Higher education
135000,Working,5089546,Higher education
135000,Working,5089544,Higher education
180000,Working,5089542,Secondary / secondary special
180000,Working,5089541,Secondary / secondary special
180000,Working,5089540,Secondary / secondary special
180000,Working,5089539,Secondary / secondary special
180000,Working,5089538,Secondary / secondary special
180000,Working,5089537,Secondary / secondary special
180000,Working,5089536,Secondary / secondary special
180000,Working,5089535,Secondary / secondary special
180000,Working,5089534,Secondary / secondary special
315000,Working,5089533,Higher education
315000,Working,5089532,Higher education
315000,Working,5089531,Higher education
315000,Working,5089530,Higher education
315000,Working,5089529,Higher education
315000,Working,5089528,Higher education
315000,Working,5089527,Higher education
315000,Working,5089526,Higher education
315000,Working,5089525,Higher education
315000,Working,5089524,Higher education
315000,Working,5089523,Higher education
315000,Working,5089522,Higher education
405000,Working,5089518,Secondary / secondary special
405000,Working,5089517,Secondary / secondary special
405000,Working,5089516,Secondary / secondary special
405000,Working,5089515,Secondary / secondary special
405000,Working,5089514,Secondary / secondary special
405000,Working,5089513,Secondary / secondary special
405000,Working,5089512,Secondary / secondary special
405000,Working,5089511,Secondary / secondary special
405000,Working,5089510,Secondary / secondary special
405000,Working,5089509,Secondary / secondary special
405000,Working,5089508,Secondary / secondary special
405000,Working,5089507,Secondary / secondary special
405000,Working,5089506,Secondary / secondary special
405000,Working,5089505,Secondary / secondary special
225000,Working,5089504,Secondary / secondary special
225000,Working,5089503,Secondary / secondary special
225000,Working,5089502,Secondary / secondary special
225000,Working,5089501,Secondary / secondary special
225000,Working,5089500,Secondary / secondary special
225000,Working,5089499,Secondary / secondary special
315000,Commercial associate,5089487,Higher education
315000,Commercial associate,5089486,Higher education
315000,Commercial associate,5089485,Higher education
36000,Working,5089480,Secondary / secondary special
112500,Commercial associate,5089479,Secondary / secondary special
180000,Working,5089478,Higher education
180000,Working,5089477,Higher education
180000,Working,5089476,Higher education
180000,Working,5089475,Higher education
180000,Working,5089474,Higher education
180000,Working,5089473,Higher education
67500,Working,5089471,Secondary / secondary special
67500,Working,5089470,Secondary / secondary special
67500,Working,5089466,Secondary / secondary special
67500,Working,5089465,Secondary / secondary special
67500,Working,5089464,Secondary / secondary special
67500,Working,5089463,Secondary / secondary special
157500,Working,5089445,Higher education
157500,Working,5089444,Higher education
157500,Working,5089443,Higher education
157500,Working,5089442,Higher education
67500,Working,5089433,Secondary / secondary special
112500,State servant,5089423,Secondary / secondary special
112500,State servant,5089422,Secondary / secondary special
112500,State servant,5089421,Secondary / secondary special
112500,State servant,5089420,Secondary / secondary special
112500,State servant,5089419,Secondary / secondary special
112500,State servant,5089418,Secondary / secondary special
112500,State servant,5089417,Secondary / secondary special
562500,Working,5089404,Higher education
562500,Working,5089403,Higher education
562500,Working,5089402,Higher education
562500,Working,5089401,Higher education
562500,Working,5089399,Higher education
562500,Working,5089398,Higher education
562500,Working,5089397,Higher education
562500,Working,5089396,Higher education
562500,Working,5089395,Higher education
562500,Working,5089394,Higher education
562500,Working,5089393,Higher education
562500,Working,5089392,Higher education
126000,Working,5089385,Secondary / secondary special
126000,Working,5089384,Secondary / secondary special
126000,Working,5089383,Secondary / secondary special
126000,Working,5089382,Secondary / secondary special
126000,Working,5089381,Secondary / secondary special
180000,Working,5089362,Secondary / secondary special
180000,Working,5089361,Secondary / secondary special
121500,State servant,5089356,Higher education
121500,State servant,5089355,Higher education
121500,State servant,5089354,Higher education
121500,State servant,5089353,Higher education
121500,State servant,5089352,Higher education
